2024-03-17 03:43:40,866 - ============================== Params ==============================
2024-03-17 03:43:40,866 - logger_name: mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-03-43-40
2024-03-17 03:43:40,866 - dataset: MIntRec2
2024-03-17 03:43:40,866 - data_mode: multi-class
2024-03-17 03:43:40,866 - method: mag_bert
2024-03-17 03:43:40,866 - text_backbone: bert-base-uncased
2024-03-17 03:43:40,866 - text_backbone_path: /home/sharing/disk1/pretrained_embedding/bert/uncased_L-12_H-768_A-12/
2024-03-17 03:43:40,866 - seed: 4
2024-03-17 03:43:40,866 - num_workers: 8
2024-03-17 03:43:40,867 - gpu_id: 2
2024-03-17 03:43:40,867 - data_path: /home/sharing/disk2/sjh/intentDataset
2024-03-17 03:43:40,867 - train: True
2024-03-17 03:43:40,867 - tune: True
2024-03-17 03:43:40,867 - save_model: False
2024-03-17 03:43:40,867 - save_results: True
2024-03-17 03:43:40,867 - log_path: logs
2024-03-17 03:43:40,867 - cache_path: 
2024-03-17 03:43:40,867 - video_data_path: video_data
2024-03-17 03:43:40,867 - audio_data_path: audio_data
2024-03-17 03:43:40,867 - video_feats_path: video_feats.pkl
2024-03-17 03:43:40,867 - audio_feats_path: audio_feats.pkl
2024-03-17 03:43:40,867 - results_path: results
2024-03-17 03:43:40,867 - output_path: /home/sharing/disk2/sjh/Outputs/MIntRec2
2024-03-17 03:43:40,867 - model_path: models
2024-03-17 03:43:40,867 - config_file_name: mag_bert_MIntRec2
2024-03-17 03:43:40,867 - results_file_name: mag_bert.csv
2024-03-17 03:43:40,867 - padding_mode: zero
2024-03-17 03:43:40,867 - padding_loc: end
2024-03-17 03:43:40,867 - need_aligned: True
2024-03-17 03:43:40,867 - eval_monitor: f1
2024-03-17 03:43:40,867 - train_batch_size: 32
2024-03-17 03:43:40,867 - eval_batch_size: 16
2024-03-17 03:43:40,867 - test_batch_size: 16
2024-03-17 03:43:40,867 - wait_patience: 8
2024-03-17 03:43:40,867 - num_train_epochs: 100
2024-03-17 03:43:40,867 - beta_shift: 0.01
2024-03-17 03:43:40,867 - dropout_prob: 0.3
2024-03-17 03:43:40,867 - warmup_proportion: 0.1
2024-03-17 03:43:40,867 - lr: 9e-06
2024-03-17 03:43:40,867 - aligned_method: conv1d
2024-03-17 03:43:40,867 - weight_decay: 0.1
2024-03-17 03:43:40,867 - pred_output_path: /home/sharing/disk2/sjh/Outputs/MIntRec2/mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-03-43-40
2024-03-17 03:43:40,867 - model_output_path: /home/sharing/disk2/sjh/Outputs/MIntRec2/mag_bert_MIntRec2_multi-class_seed-4_2024-03-17-03-43-40/models
2024-03-17 03:43:40,867 - num_labels: 30
2024-03-17 03:43:40,867 - text_feat_dim: 768
2024-03-17 03:43:40,867 - video_feat_dim: 256
2024-03-17 03:43:40,867 - audio_feat_dim: 768
2024-03-17 03:43:40,868 - text_seq_len: 50
2024-03-17 03:43:40,868 - video_seq_len: 180
2024-03-17 03:43:40,868 - audio_seq_len: 400
2024-03-17 03:43:40,868 - device: cuda:2
2024-03-17 03:43:40,868 - ============================== End Params ==============================
2024-03-17 03:43:40,883 - Generate Text Features Begin...
2024-03-17 03:43:42,857 - Generate Text Features Finished...
2024-03-17 03:43:42,859 - Load Video Features Begin...
2024-03-17 03:43:43,956 - Load Video Features Finished...
2024-03-17 03:43:45,593 - Load Audio Features Begin...
2024-03-17 03:43:49,422 - Load Audio Features Finished...
2024-03-17 03:43:59,246 - method  begins...
2024-03-17 03:44:00,227 - Multimodal intent recognition begins...
2024-03-17 03:44:00,227 - Training begins...
2024-03-17 03:44:37,789 - ***** Epoch: 1: Eval results *****
2024-03-17 03:44:37,790 -   train_loss = 3.4019
2024-03-17 03:44:37,790 -   best_eval_score = 0.0
2024-03-17 03:44:37,790 -   eval_score = 0.0345
2024-03-17 03:45:15,892 - ***** Epoch: 2: Eval results *****
2024-03-17 03:45:15,893 -   train_loss = 3.1739
2024-03-17 03:45:15,893 -   best_eval_score = 0.0345
2024-03-17 03:45:15,893 -   eval_score = 0.1122
2024-03-17 03:45:55,820 - ***** Epoch: 3: Eval results *****
2024-03-17 03:45:55,821 -   train_loss = 2.801
2024-03-17 03:45:55,821 -   best_eval_score = 0.1122
2024-03-17 03:45:55,822 -   eval_score = 0.1784
2024-03-17 03:46:29,876 - ***** Epoch: 4: Eval results *****
2024-03-17 03:46:29,876 -   train_loss = 2.4236
2024-03-17 03:46:29,876 -   best_eval_score = 0.1784
2024-03-17 03:46:29,876 -   eval_score = 0.2702
2024-03-17 03:47:08,111 - ***** Epoch: 5: Eval results *****
2024-03-17 03:47:08,111 -   train_loss = 2.1059
2024-03-17 03:47:08,111 -   best_eval_score = 0.2702
2024-03-17 03:47:08,111 -   eval_score = 0.3151
2024-03-17 03:47:45,531 - ***** Epoch: 6: Eval results *****
2024-03-17 03:47:45,531 -   train_loss = 1.8611
2024-03-17 03:47:45,531 -   best_eval_score = 0.3151
2024-03-17 03:47:45,531 -   eval_score = 0.3576
2024-03-17 03:48:21,170 - ***** Epoch: 7: Eval results *****
2024-03-17 03:48:21,170 -   train_loss = 1.6643
2024-03-17 03:48:21,171 -   best_eval_score = 0.3576
2024-03-17 03:48:21,171 -   eval_score = 0.379
2024-03-17 03:48:53,324 - ***** Epoch: 8: Eval results *****
2024-03-17 03:48:53,325 -   train_loss = 1.496
2024-03-17 03:48:53,325 -   best_eval_score = 0.379
2024-03-17 03:48:53,325 -   eval_score = 0.4108
2024-03-17 03:49:33,939 - ***** Epoch: 9: Eval results *****
2024-03-17 03:49:33,940 -   train_loss = 1.346
2024-03-17 03:49:33,940 -   best_eval_score = 0.4108
2024-03-17 03:49:33,940 -   eval_score = 0.4159
2024-03-17 03:50:12,124 - ***** Epoch: 10: Eval results *****
2024-03-17 03:50:12,125 -   train_loss = 1.2109
2024-03-17 03:50:12,125 -   best_eval_score = 0.4159
2024-03-17 03:50:12,125 -   eval_score = 0.4314
2024-03-17 03:50:50,121 - ***** Epoch: 11: Eval results *****
2024-03-17 03:50:50,121 -   train_loss = 1.077
2024-03-17 03:50:50,121 -   best_eval_score = 0.4314
2024-03-17 03:50:50,121 -   eval_score = 0.4482
2024-03-17 03:51:24,126 - ***** Epoch: 12: Eval results *****
2024-03-17 03:51:24,127 -   train_loss = 0.9415
2024-03-17 03:51:24,127 -   best_eval_score = 0.4482
2024-03-17 03:51:24,127 -   eval_score = 0.4749
2024-03-17 03:52:01,622 - ***** Epoch: 13: Eval results *****
2024-03-17 03:52:01,622 -   train_loss = 0.8256
2024-03-17 03:52:01,622 -   best_eval_score = 0.4749
2024-03-17 03:52:01,622 -   eval_score = 0.4864
2024-03-17 03:52:35,841 - ***** Epoch: 14: Eval results *****
2024-03-17 03:52:35,841 -   train_loss = 0.7198
2024-03-17 03:52:35,842 -   best_eval_score = 0.4864
2024-03-17 03:52:35,842 -   eval_score = 0.4799
2024-03-17 03:52:35,842 - EarlyStopping counter: 1 out of 8
2024-03-17 03:53:13,917 - ***** Epoch: 15: Eval results *****
2024-03-17 03:53:13,917 -   train_loss = 0.6202
2024-03-17 03:53:13,917 -   best_eval_score = 0.4864
2024-03-17 03:53:13,917 -   eval_score = 0.489
2024-03-17 03:53:48,504 - ***** Epoch: 16: Eval results *****
2024-03-17 03:53:48,505 -   train_loss = 0.5454
2024-03-17 03:53:48,505 -   best_eval_score = 0.489
2024-03-17 03:53:48,505 -   eval_score = 0.4937
